dataset,method,5,10,15,20,25,30,35,40,50,75
set12,BM3D_TAU,0.960476,0.927395,0.898888,0.874252,0.852322,0.83228,0.811996,0.793567,0.758557,0.680761
set12,Gaussian_SciPy,0.803483,0.79292,0.776581,0.755964,0.733211,0.708024,0.683181,0.656921,0.607859,0.504188
set12,Median_SciPy,0.877825,0.818515,0.746746,0.675246,0.611706,0.555557,0.507231,0.464738,0.396766,0.283296
set12,NLM_IPOL_Like,0.926744,0.808558,0.697067,0.724315,0.665671,0.614728,0.653741,0.62375,0.637463,0.572876
set12,NLM_Skimage_Fast,0.949665,0.902073,0.860878,0.825274,0.790983,0.760292,0.729812,0.702947,0.650097,0.535872
set12,Noisy,0.881476,0.698926,0.561391,0.465062,0.394246,0.3406,0.298507,0.264204,0.212783,0.137297
